Url|标题|时间|介绍|公司|所属行业|子行业|地区|轮次|融资额|股权占比|投资方
https://www.itjuzi.com/investevents/3480|91金融超市融资事件详情|2014.7.1|2014年7月91金融获得新一轮投资，领投方为海通证券直投子公司海通开元，宽带资本、经纬创投等跟投|91金融超市|金融|金融综合服务|北京·西城区|B轮|未透露|未透露|海通开元,经纬中国,宽带资本CBC
https://www.itjuzi.com/investevents/4042|游戏葡萄融资事件详情|2014.6.30|2014年游戏葡萄完成A轮融资|游戏葡萄|游戏|手机游戏|北京·朝阳区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/6640|tataUFO获得A轮投资|2014.6.30|tataUFO是一个面向高校学生的在线交友平台，每天晚上十点为用户匹配一个Ta，该公司日前获得中国加速领投的A轮投资，阿米巴跟投。|tataUFO嗒嗒之星|SNS社交网络|校园社交|北京·海淀区|A轮|未透露|未透露|光速安振,阿米巴资本
https://www.itjuzi.com/investevents/9115|摩根设计获得天使轮投资|2014.6.30|Morgendesigns是一家专注于男士剃须产品和电子产品配件设计服务的初创公司。设计理念尊重每位男士的个性需求，提供高品质、前卫、新颖、充满人文关怀的服务和产品。三位创始人均在德国留学，先后在奥迪、保时捷、空客等公司担任过设计师。该公司日前获得天奇阿米巴的天使轮投资，具体金额未透露。|Morgendesign|企业服务|其他企业服务|浙江·宁波|天使轮|未透露|未透露|天奇阿米巴基金
https://www.itjuzi.com/investevents/8824|校园社交应用竹马获得丰厚资本天使投资|2014.6.29|竹马是一个校园陌生人社交应用，用户可以通过创建小黄条来发表自己的心情或与用户交流。目前，竹马获得丰厚资本天使投资。|竹马|SNS社交网络|校园社交|北京·东城区|天使轮|未透露|未透露|丰厚资本
https://www.itjuzi.com/investevents/13553|趣点网络获得天使轮投资|2014.6.17|趣点网络是一家手游开发创业团队，旗下已开发的产品你包括：《三国名将》、《WOW英雄》等。该公司日前获得星辉互娱天使轮投资。|趣点网络|游戏|手机游戏|广东·广州|天使轮|未透露|未透露|互动娱乐
https://www.itjuzi.com/investevents/4495|光合新知获得晨兴创投的A轮投资|2014.6.12|2014年6月光合新知获得晨兴创投的A轮投资。|洋葱数学|教育|K12教育|北京·朝阳区|A轮|未透露|未透露|晨兴资本
https://www.itjuzi.com/investevents/7947|驾考团获得天使轮投资|2014.6.6|驾考团是一家专注于汽车驾考服务的电子商务平台，从驾考咨询、线上报名、过程服务、教练监督、学员维权等流程都有专业的团队服务支撑。该公司日前透露获得天使轮投资，投资金额和投资机构信息未透露。|驾考团|汽车交通|汽车综合服务|四川·成都|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/15117|飞贷金融完成A轮融资，引入德同资本、天图消费基金|2014.6.1|飞贷金融是一家依托移动互联网技术，致力于不断提升用户贷款服务体验的互联网金融公司。2014年6月完成完成A轮融资，引入德同资本、天图消费基金|飞贷金融|金融|贷款|广东·深圳|A轮|未透露|未透露|德同资本,天图资本
https://www.itjuzi.com/investevents/8210|雪肌科技获得天使投资|2014.6.1||雪肌科技|医疗健康|医疗健康硬件|浙江·杭州|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/8391|O2O儿童动漫体验教育品牌漫乐煲获得种子轮投资|2014.6.1|漫乐煲是一个一个O2O儿童动漫体验馆，专注于动漫卡通教育，为4—14岁的孩子提供动漫创意体验和动漫创意课程。目前，漫乐煲获得种子轮投资，具体投资机构未透露。|漫乐煲|教育|儿童早教|四川·成都|种子轮|未透露|未透露|
https://www.itjuzi.com/investevents/3868|蓝轨迹教育融资事件详情|2014.6.1|2014年6月北京蓝轨迹教育科技获得A轮投资|蓝轨迹教育|教育|语言学习|北京·海淀区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/3998|e保养融资事件详情|2014.6.1|2014年6月北京福瑞车美信息技术有限公司注册成立，获得天使投资，深圳市利君骐福旺投资领投|e保养|汽车交通|汽车后服务|北京·海淀区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/4057|远程卫士融资事件详情|2014.6.1|2014年6月远程卫士产品出货，并获得比特币基金的追加投资|远程卫士|硬件|智能家居|广东·深圳|天使轮|未透露|未透露|BitFund.PE比特基金李笑来
https://www.itjuzi.com/investevents/4140|大通宝电子支付融资事件详情|2014.6.1|2014年6月大通宝与知名创投机构深圳市孚威天玑投资（有限合伙）企业正式签订股权投资暨战略合作协议|大通宝电子支付|金融|支付|广东·深圳|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/4168|设享网融资事件详情|2014.6.1||设享网|电子商务|综合电商|上海·杨浦区|天使轮|未透露|未透露|InnoSpace创智空间
https://www.itjuzi.com/investevents/4169|Hipengyou获得天使轮投资|2014.6.1|Hipengyou（http://www.hipengyou.net/）是一个主打跨语言文化人群的生活交友应用，针对来到陌生城市和国家的用户以及当地希望结交不同语言文化朋友的用户群体需求设计。该公司日前获得创智空间的天使轮投资，具体金额不详。|Hipengyou|SNS社交网络|陌生人交友|上海·杨浦区|天使轮|未透露|未透露|InnoSpace创智空间
https://www.itjuzi.com/investevents/4170|AppBei结婚宝典融资事件详情|2014.6.1||AppBei结婚宝典|本地生活|婚礼婚庆|上海·闸北区|天使轮|未透露|未透露|InnoSpace创智空间
https://www.itjuzi.com/investevents/4172|技能银行融资事件详情|2014.6.1||技能银行|教育|兴趣教育|上海·杨浦区|天使轮|未透露|未透露|InnoSpace创智空间,PreAngel
https://www.itjuzi.com/investevents/4259|Klook客路旅游科技融资事件详情|2014.6.1|2014年6月客路（Klook）获得天使投资|Klook客路旅游科技|旅游|出境游|香港·中西区|种子轮|未透露|未透露|
https://www.itjuzi.com/investevents/3527|无期途行APP融资事件详情|2014.6.1|2014年6月无期途行成立，获得PreAngel的天使投资|无期途行APP|旅游|旅游工具及社区|陕西·西安|天使轮|未透露|未透露|PreAngel
https://www.itjuzi.com/investevents/6620|真优美完成天使轮融资|2014.5.30|北京东方时光科技是一家专注于女性服务的移动技术公司，产品有真优美、医商通等。该公司日前完成天使轮投资，由21世纪天使创投投资。|北京东方时光科技|医疗健康|寻医问诊|北京·朝阳区|天使轮|未透露|未透露|21世纪天使创投
https://www.itjuzi.com/investevents/12361|汽车维修服务平台车维修获得A轮风险投资|2014.5.22|车维修网站（此前叫黑猫车维修）是一个新上线的O2O汽车维修服务平台，致力于为车主提供快捷、权威、可靠的一站式用车解决方案。北京扬帆起航科技有限公司旗下网站。2014年5月车维修获得A轮风险投资，投资方为险峰华兴。|车维修|汽车交通|汽车后服务|北京·海淀区|A轮|未透露|未透露|险峰长青(险峰华兴)
https://www.itjuzi.com/investevents/8231|深圳一面网络获得58同城创始人姚劲波天使投资。|2014.5.6||一面网络|移动互联网|其他移动服务|广东·深圳|天使轮|未透露|未透露|58同城
https://www.itjuzi.com/investevents/8029|职业技能题库百一测评获得天使投资|2014.5.1||百一测评|企业服务|人力资源|北京·海淀区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/4420|华映星球融资事件详情|2014.5.1|2014年5月华映星球获得早鸟基金Pre-A轮投资|华映星球|文化娱乐体育|动漫|北京·朝阳区|A轮|未透露|未透露|早鸟基金
https://www.itjuzi.com/investevents/3222|聚胜万合MediaV融资事件详情|2014.5.1|2014年5月奇虎360正式宣布战略投资MediaV|聚胜万合MediaV|广告营销|整合营销传播|上海·闸北区|不明确|未透露|未透露|奇虎360
https://www.itjuzi.com/investevents/3364|云岭奇光融资事件详情|2014.5.1|2014年5月云岭奇光成立，获得天使投资|云岭奇光|教育|儿童早教|北京·海淀区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/7256|前涌金融活动天使轮投资|2014.4.30|前涌金融是一家定位于投资银行角色的互联网金融公司，旨在整合地产企业社区服务平台，打造O2O社区金融服务。目前公司已在上海市普陀区、虹口区部署了社区财富管理中心，覆盖和服务近20万线上线下用户。该公司在成立初期即获得华创资本等机构的天使轮投资。|前涌金融|金融|理财|上海·黄浦区|天使轮|未透露|未透露|华创资本
https://www.itjuzi.com/investevents/13566|智精无线获得同创伟业A轮投资|2014.4.18|北京智精无线科技是一家手机游戏开发商，产品有三国题材的RPG+策略类卡牌的手机游戏《一将成名》。该公司日前获得同创伟业A轮投资。|智精无线|游戏|手机游戏|北京·朝阳区|A轮|未透露|未透露|同创伟业
https://www.itjuzi.com/investevents/6461|创梦客获得天使投资|2014.4.12|创梦客是一款提供创业学习辅导的APP软件，旨在帮助创业者系统学习创业、获取顾问指导、搭建创业团队、发布创业项目，洽谈投资机构，最终促成创业合作，该公司在成立之初获得天使投资。|创梦客|企业服务|法律财会|广东·广州|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/12527|数据堂获得达晨创投领投A轮投资|2014.4.10||数据堂|企业服务|行业解决方案|北京·海淀区|A轮|未透露|未透露|达晨创投
https://www.itjuzi.com/investevents/8330|酷宝数据获得乾明投资天使投资|2014.4.6|酷宝数据是一家专注于电子商务数据统计及广告效果监测的互联网公司，它为广大电商商家提供了一个集数据仓库、数据挖掘于一体的商业智能平台。凭借着在大数据领域的优势，乾明天使投资于２０１４年成为酷宝的早期投资机构，并且希望能与酷宝联手共同打造最大最全电商平台数据监测服务提供商，帮助商家无缝监测各大主要电商平台的经营及广告营销表现。|酷宝数据|电子商务|电商解决方案|浙江·杭州|天使轮|未透露|未透露|乾明投资
https://www.itjuzi.com/investevents/8331|企业数据服务提供商脉讯获得乾明天使基金投资|2014.4.6|脉讯是一家以搜索引擎和数据挖掘的技术团队为核心，针对企业级数需求提供完善的产品、服务和解决方案。随着社交媒体成为品牌营销的主战场，社交媒体营销现阶段仍缺乏统一评判标准，数据参考价值高于使用价值的弊端也日益凸显。乾明天使基金看好数据抓取技术、算法、大数据处理技术等领域的前景，并且于２０１４年投资脉讯。|脉讯|企业服务|行业解决方案|北京·朝阳区|天使轮|未透露|未透露|乾明投资
https://www.itjuzi.com/investevents/8332|小学生课内辅导内容提供商纳米盒获得天使投资|2014.4.6|纳米盒专注小学生课内辅导与成长教育,为小学生提供全科课本磁带录音在线点读、中英文经典绘本和精选视频,帮助家长陪伴子女共同成长。目前，纳米盒获得乾明投资基金天使投资。|纳米盒|教育|K12教育|上海·嘉定区|天使轮|未透露|未透露|乾明投资
https://www.itjuzi.com/investevents/9563|一路乐获得君联资本A轮投资|2014.4.1|一路乐是一个目的地旅游服务提供商，主打数字导游，将实景再现景点的各种风情，足不出户就可全面了解目的地最佳旅游线路、景点风貌，并配以景点的详细解说、美图等。目前，一路乐获得君联资本A轮投资，具体投资金额未透露。|一路乐|旅游|旅游综合服务|湖北·武汉|A轮|未透露|未透露|君联资本
https://www.itjuzi.com/investevents/3650|北京乐赢互动75wan.cn融资事件详情|2014.4.1|2014年4月北京乐赢互动（75wan.cn）成立，获得平安创新投资基金A轮投资|北京乐赢互动75wan.cn|游戏|游戏发行及渠道|北京·朝阳区|A轮|未透露|未透露|中国平安(平安创新投)
https://www.itjuzi.com/investevents/2875|闻道移动科技WeedoTech融资事件详情|2014.4.1|2014年4月深圳市闻道移动科技获得深创投A轮投资|闻道移动科技WeedoTech|游戏|手机游戏|广东·深圳|A轮|未透露|未透露|深创投
https://www.itjuzi.com/investevents/2931|贝备网融资事件详情|2014.4.1|2014年4月贝备网获得央广联合传媒集团战略投资|贝备网|电子商务|母婴玩具|北京·朝阳区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2980|KnewCoin融资事件详情|2014.4.1|2014年4月KnewCoin上线，获得比特基金的天使投资|KnewCoin|金融|虚拟货币|北京·海淀区|天使轮|未透露|未透露|BitFund.PE比特基金李笑来
https://www.itjuzi.com/investevents/3043|触动传媒TouchMedia融资事件详情|2014.4.1|2014年4月触动传媒完成D轮融资，由触动传媒创始人兼CEO冯晖中、峻丰环球有限公司、美国XO集团联合投资|触动传媒TouchMedia|广告营销|户外广告|上海·闸北区|D轮|未透露|未透露|
https://www.itjuzi.com/investevents/3147|趣游融资事件详情|2014.4.1|2014年4月趣游集团获得奇虎360的战略投资|趣游|游戏|游戏发行及渠道|北京·海淀区|不明确|未透露|未透露|奇虎360
https://www.itjuzi.com/investevents/3228|VegoTV融资事件详情|2014.4.1|2014年4月VegoTV所属公司东方嘉禾获得深圳启赋资本A轮投资|VegoTV|广告营销|整合营销传播|北京·朝阳区|A轮|未透露|未透露|启赋资本
https://www.itjuzi.com/investevents/3325|秦时明月融资事件详情|2014.4.1|2014年4月《秦时明月》获得文化产业基金B轮投资|秦时明月|文化娱乐体育|动漫|浙江·杭州|B轮|未透露|未透露|中国文化产业投资基金
https://www.itjuzi.com/investevents/6798|卢恒宇和李姝洁工作室获得千万元A轮投资|2014.3.31|卢恒宇和李姝洁工作室是一家动画工作室，专注于二维无纸动画的项目统筹、前期设定、后期制作等，作品有《十万个冷笑话》、《尸兄》。该团队日前获得创新工场千万元A轮投资。|卢恒宇和李姝洁工作室|文化娱乐体育|影视|四川·成都|A轮|未透露|未透露|创新工场
https://www.itjuzi.com/investevents/14010|100头条获得小米科技的A轮融资|2014.3.31|100头条是提供每日微信头条精选的公司，隶属于北京创派力量科技有限公司。2014年3月31日获得了来自小米科技的A轮融资。|100头条|文化娱乐体育|媒体|北京·海淀区|A轮|未透露|未透露|小米科技
https://www.itjuzi.com/investevents/8227|北京元火科技获得A轮投资|2014.3.17|北京元火科技是一家手机游戏及娱乐软件开发商，产品有《侠盗飞车-罪恶都市》、《忍者跳跃-切水果HD》等。公司日前获得A轮投资，北京乐游资本等联合投资。|北京元火科技|游戏|手机游戏|北京·海淀区|A轮|未透露|未透露|乐游资本
https://www.itjuzi.com/investevents/2629|游侠获得数百万元天使投资|2014.3.13|2014年3月游侠（YouXiaMotors）成立获得天使投资|YouXiaMotors游侠电动车|汽车交通|车联网及硬件|上海·徐汇区|天使轮|未透露|未透露|口袋购物/知本投资
https://www.itjuzi.com/investevents/11562|朴道水汇获得A轮投资|2014.3.8|朴道水汇是一家提供办公饮用水解决方案的科技公司，专注于给高端的企业、酒店、银行、医院、学校、住宅等机构提供“专业打造、量身定制”的配套净水方案，可提供安装水净化设备的前期咨询、勘察、设计及终生水管家售后服务。该公司日前获得A轮投资。|朴道水汇|企业服务|其他企业服务|上海·崇明县|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/3977|觅优商旅网融资事件详情|2014.3.5||觅优商旅网|旅游|旅游信息化|上海·杨浦区|天使轮|未透露|未透露|创业接力
https://www.itjuzi.com/investevents/9704|EasyStack获得盈动资本天使投资|2014.3.1|EasyStack是一家OpenStack云解决方案和服务提供商，基于OpenStack为企业用户提供开放、稳定、可靠、可扩展的弹性云计算平台。目前，EasyStack获得盈动资本天使投资。|EasyStack易捷思达|企业服务|企业IT服务|北京·海淀区|天使轮|未透露|未透露|盈动投资(盈开投资)
https://www.itjuzi.com/investevents/3973|改图网融资事件详情|2014.3.1|2014年3月改图网获得坚果资本A轮投资|改图网|电子商务|综合电商|湖北·武汉|A轮|未透露|未透露|坚果资本
https://www.itjuzi.com/investevents/4053|Ymall.com达令礼物店融资事件详情|2014.3.1|2014年3月北京普缇客科技获得IDG资本A轮投资|Ymall.com达令礼物店|电子商务|综合电商|北京·朝阳区|A轮|未透露|未透露|IDG资本
https://www.itjuzi.com/investevents/4447|亿家网融资事件详情|2014.3.1|2014年3月亿家网获得蔡文胜、Forgame云游董事长汪东风等天使投资|亿家网|本地生活|生活综合服务|北京·朝阳区|天使轮|未透露|未透露|隆领投资
https://www.itjuzi.com/investevents/2701|TutorGroup麦奇教育融资事件详情|2014.3.1|2014年3月TutorGroup获得SBI集团旗下复思基金的B+轮投资|TutorGroup麦奇教育|教育|语言学习|台湾·台北市|B轮|未透露|未透露|
https://www.itjuzi.com/investevents/2702|VIPABC融资事件详情|2014.3.1|2014年3月TutorGroup获得SBI集团旗下复思基金的B+轮投资|VIPABC|教育|语言学习|北京·朝阳区|B轮|未透露|未透露|
https://www.itjuzi.com/investevents/2820|海猫-时间诚品科技融资事件详情|2014.3.1|2014年3月海猫季获得创业邦天使基金的投资|海猫-时间诚品科技|电子商务|海淘代购|北京·朝阳区|天使轮|未透露|未透露|创业邦天使基金
https://www.itjuzi.com/investevents/2821|赛果智能项圈融资事件详情|2014.3.1|2014年3月南京赛果获得创业邦天使基金的投资|赛果智能项圈|硬件|综合硬件|江苏·南京|天使轮|未透露|未透露|创业邦天使基金
https://www.itjuzi.com/investevents/2822|苏州融卡科技融资事件详情|2014.3.1|2014年3月苏州融卡科技获得创业邦天使基金的投资|苏州融卡科技|金融|支付|江苏·苏州|天使轮|未透露|未透露|创业邦天使基金
https://www.itjuzi.com/investevents/2936|币付宝融资事件详情|2014.3.1|2014年3月币付宝上线，投资方为李笑来先生发起的比特基金|币付宝|金融|虚拟货币|北京·海淀区|天使轮|未透露|未透露|BitFund.PE比特基金李笑来
https://www.itjuzi.com/investevents/2998|乐钱融资事件详情|2014.3.1|2014年3月乐钱获得知名机构天使投资|乐钱|金融|贷款|北京·海淀区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/3227|东方嘉禾融资事件详情|2014.3.1|2014年4月东方嘉禾获得深圳启赋资本的A轮投资|东方嘉禾|广告营销|整合营销传播|北京·朝阳区|A轮|未透露|未透露|启赋资本
https://www.itjuzi.com/investevents/11101|中国妇产科网获得天使投资|2014.2.19|中国妇产科网是一家面向妇产科医生、患者的医疗服务社群，是专业医师的继教学习和学术交流平台，旗下有孕期管理APP“风信子”等。公司日前获得挚信资本的天使投资。|中国妇产科网-风信子|医疗健康|医疗媒体及社区|北京·朝阳区|天使轮|未透露|未透露|挚信资本
https://www.itjuzi.com/investevents/4000|Hot.FM融资事件详情|2014.2.1|2014年2月Hot.fm获得环球金典（北京）文化有限公司A轮投资|Hot.FM|文化娱乐体育|多媒体|北京·朝阳区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2527|奇游互动融资事件详情|2014.2.1|2014年2月北京奇游互动获得新浪的A轮投资|奇游互动|游戏|手机游戏|北京·海淀区|A轮|未透露|未透露|新浪微博(新浪)
https://www.itjuzi.com/investevents/2718|乐遇旅游网融资事件详情|2014.2.1|2014年2月乐遇旅游网获得EFG天使基金资助|乐遇旅游网|旅游|旅游工具及社区|上海·普陀区|天使轮|未透露|未透露|创业接力
https://www.itjuzi.com/investevents/6482|互娱网络获得雷雨资本天使轮投资|2014.1.30|WEFANS（微粉）（http://www.wefans.com/）是一个专注于为明星艺人提供官方会员制俱乐部建设及运营的产品和服务的机构。该公司日前获得雷雨资本的天使投资。|微粉|企业服务|企业IT服务|广东·深圳|天使轮|未透露|未透露|雷雨资本(微投VChello)
https://www.itjuzi.com/investevents/14066|GWC获得B轮投资|2014.1.8|GWC获得小米投资，具体金额为透露。GWC是一家创业会议组织公司，总部位于美国加州。|GWC长城会|企业服务|其他企业服务|北京·海淀区|B轮|未透露|未透露|小米科技
https://www.itjuzi.com/investevents/12372|YOYOFANCY获得天使投资|2014.1.5|YOYOFANCY呦呦炫酷是一个主打城市夜生活的移动应用，帮助用户快速搜索所在城市的酒吧场所、酒吧的主题活动等。雪牛（上海）信息科技有限公司旗下产品。2014年1月YOYOFANCY获得天使投资，投资方为InnoSpace，北极光创投，PreAngel，戈壁投资和同创伟业。|YOYOFANCY呦呦炫酷|本地生活|休闲娱乐|上海·松江区|天使轮|未透露|未透露|InnoSpace创智空间,北极光创投,PreAngel,戈壁投资,同创伟业
https://www.itjuzi.com/investevents/2422|爱美购iMayGou融资事件详情|2014.1.1|2014年1月爱美购iMayGou完成A轮投资|爱美购iMayGou|电子商务|海淘代购|广东·深圳|A轮|未透露|未透露|同创伟业
https://www.itjuzi.com/investevents/4210|BitBays融资事件详情|2014.1.1|2014年1月BitBays获得天使投资，由安全领域专家IC,WaterCloud和Bitcapital等联合投资|BitBays|金融|虚拟货币|北京·海淀区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/4229|59ET信息技术公司融资事件详情|2014.1.1|2014年1月59ET已获得A轮投资|59ET信息技术公司|企业服务|企业IT服务|北京·朝阳区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/4267|鑫银国际融资事件详情|2014.1.1|2014年1月鑫银国际获得红杉资本A轮投资|鑫银国际|金融|信用及征信|天津·滨海新区|A轮|未透露|未透露|红杉资本中国
https://www.itjuzi.com/investevents/4289|星云测试ThreadingTest融资事件详情|2014.1.1|2014年1月ThreadingTest发布，获得苏河汇天使投资|星云测试ThreadingTest|企业服务|企业IT服务|上海·长宁区|天使轮|未透露|未透露|苏河汇
https://www.itjuzi.com/investevents/4531|Necotec融资事件详情|2014.1.1|2014年1月上海那恒新材料获得苏河汇天使投资|Necotec|硬件|3D打印|上海·长宁区|天使轮|未透露|未透露|苏河汇
https://www.itjuzi.com/investevents/4657|DevStore深圳尺子科技融资事件详情|2014.1.1|DevStore深圳尺子科技完成天使融资|DevStore深圳尺子科技|移动互联网|B2D开发者服务|广东·深圳|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/2282|爱投资融资事件详情|2014.1.1|2014年1月爱投资宣布获得A轮投资，由中援应急投资有限公司投资|爱投资|金融|贷款|北京·东城区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2413|名品导购网融资事件详情|2014.1.1|2014年1月上海中主信息科技获得天云睿海创投的A轮投资|名品导购网|电子商务|综合电商|上海·闸北区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2462|上海妙触融资事件详情|2014.1.1|2014年1月上海妙触获得国内知名投资机构A轮投资|上海妙触|游戏|手机游戏|上海·闸北区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/2499|字体管家融资事件详情|2014.1.1|2014年1月字体管家获得PreAngel顾浩的天使投资|字体管家|工具软件|实用工具|北京·海淀区|天使轮|未透露|未透露|PreAngel
https://www.itjuzi.com/investevents/2714|云顶好游戏融资事件详情|2014.1.1|2014年1月云顶网络获得平安创新投资基金的A轮投资|云顶好游戏|游戏|手机游戏|福建·福州|A轮|未透露|未透露|中国平安(平安创新投)
https://www.itjuzi.com/investevents/2731|虎贝尔融资事件详情|2014.1.1|2014年1月虎贝尔获得平安创新投资基金A轮投资|虎贝尔|汽车交通|汽车后服务|上海·宝山区|A轮|未透露|未透露|中国平安(平安创新投)
https://www.itjuzi.com/investevents/2737|解码DNA融资事件详情|2014.1.1|2014年1月解码DNA获得平安创新投资基金A轮投资|解码DNA|医疗健康|医疗综合服务|上海·浦东新区|A轮|未透露|未透露|中国平安(平安创新投)
https://www.itjuzi.com/investevents/2842|翌飞锐特eFreight融资事件详情|2014.1.1|2014年1月翌飞锐特获得中外运电子商务、汉能投资等A轮投资|翌飞锐特eFreight|企业服务|行业解决方案|北京·顺义区|A轮|未透露|未透露|汉能投资,开物投资
https://www.itjuzi.com/investevents/2855|517旅行融资事件详情|2014.1.1|2014年1月北京缘路科技获得A轮投资|517旅行|旅游|旅游工具及社区|北京·海淀区|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2937|好投顾融资事件详情|2014.1.1|2014年1月好投顾获得天使投资|好投顾|金融|股票|北京·朝阳区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/2957|速卡拼车融资事件详情|2014.1.1|2014年1月速卡拼车成立，获得深圳创新谷的天使投资|速卡拼车|汽车交通|交通出行|广东·广州|天使轮|未透露|未透露|创新谷Innovalley
https://www.itjuzi.com/investevents/3075|大连捷诺科技融资事件详情|2014.1.1|2014年大连捷诺科技获得360的投资|大连捷诺科技|硬件|电子数码|辽宁·大连|A轮|未透露|未透露|奇虎360
https://www.itjuzi.com/investevents/3225|深圳宁远科技融资事件详情|2014.1.1|2014年1月深圳宁远科技获得启赋资本、北京阿普瑞投资等联合千万元A轮投资|深圳宁远科技|医疗健康|医疗信息化|广东·珠海|A轮|未透露|未透露|启赋资本
https://www.itjuzi.com/investevents/3444|Asyncode融资事件详情|2014.1.1|2014年1月Asyncode入选中国加速孵化计划|Asyncode|移动互联网|B2D开发者服务|上海·静安区|天使轮|未透露|未透露|Chinaccelerator中国加速
https://www.itjuzi.com/investevents/9120|奇思汇获得阿米巴天使轮投资|2013.12.30|京奇思汇是一家为创业者搭建的创业社群服务平台，重点打造创始人俱乐部、联合创业办公、ideaLabs分享会、奇思汇私董会、以及创投沙龙，为创业者提供资金找寻、办公场地、能力养成、媒体推广、组建团队等全方位服务。该公司日前获得天奇阿米巴天使轮投资，具体金额未透露。|奇思汇|企业服务|其他企业服务|江苏·南京|天使轮|未透露|未透露|天奇阿米巴基金
https://www.itjuzi.com/investevents/13542|酷告获得天使轮投资|2013.12.17|酷告是一家移动广告网络平台，主要以iPhone，iPad，Android等智能终端上的应用和媒体为载体来发布广告。该公司日前获得宽带资本的种子天使轮投资。|酷告|广告营销|移动广告|北京·朝阳区|天使轮|未透露|未透露|宽带资本CBC
https://www.itjuzi.com/investevents/2029|哪上班获得新一轮天使投资|2013.12.1|2013年12月哪上班获得新一轮天使投资，由致景投资合伙人王淮、Facebook伦敦工程办公室总监PhilipSu、朱华明等联合投资|哪上班|企业服务|人力资源|北京·朝阳区|天使轮|未透露|未透露|上海致景投资
https://www.itjuzi.com/investevents/4112|杭州开三电商融资事件详情|2013.12.1|2013年12月开三电商获得创东方投资的天使投资|杭州开三电商|电子商务|电商解决方案|浙江·杭州|天使轮|未透露|未透露|创东方投资
https://www.itjuzi.com/investevents/1936|Buzzstarter融资事件详情|2013.12.1|2013年12月Buzzstarter获得快创营的天使投资|Buzzstarter|广告营销|整合营销传播|上海·杨浦区|天使轮|未透露|未透露|快创营
https://www.itjuzi.com/investevents/1953|中顾法律网融资事件详情|2013.12.1|2013年12月中顾法律网获得青松资本A轮投资|中顾法律网|文化娱乐体育|媒体|山东·济南|A轮|未透露|未透露|青松基金
https://www.itjuzi.com/investevents/1954|金泉网融资事件详情|2013.12.1|2013年12月金泉网正式在伦敦证券交易所AIM板(创业板)挂牌上市|金泉网|电子商务|综合电商|江苏·扬州|IPO上市|未透露|未透露|
https://www.itjuzi.com/investevents/1978|别叉掉融资事件详情|2013.12.1|2013年12月别叉掉完成A轮投资|别叉掉|游戏|游戏发行及渠道|福建·福州|A轮|未透露|未透露|
https://www.itjuzi.com/investevents/2089|神州付融资事件详情|2013.12.1|2013年12月神州付更名为神州数字，在香港证交所上市|神州付|游戏|游戏综合服务|北京·海淀区|IPO上市|未透露|未透露|
https://www.itjuzi.com/investevents/2104|Broadlink古北电子融资事件详情|2013.12.1|2013年12月智能家居Broadlink获得京东商城战略投资|Broadlink古北电子|硬件|智能家居|浙江·杭州|A轮|未透露|未透露|京东
https://www.itjuzi.com/investevents/2114|山坡网融资事件详情|2013.12.1|2013年12月山坡网获得天使投资|山坡网|文化娱乐体育|综合文化娱乐|上海·浦东新区|天使轮|未透露|未透露|
https://www.itjuzi.com/investevents/3278|全峰快递融资事件详情|2013.12.1|2013年12月全峰快递获得了景林资本等机构B轮投资|全峰快递|电子商务|电商解决方案|北京·朝阳区|B轮|未透露|未透露|景林投资
https://www.itjuzi.com/investevents/8580|美丽屋获得创新工场A轮投资|2013.11.30|美丽屋是一家房产O2O服务提供商，提供新房、二手房、租房等对接服务，隶属于易遨（天津）网络技术有限公司。该公司日前获得创新工场A轮投资，具体金额未透露。|美丽屋|房产服务|买房|天津·河西区|A轮|未透露|未透露|创新工场
https://www.itjuzi.com/investevents/12915|智能建筑管理SAAS平台R&B获得天使轮融资|2013.11.1|R&B是一个数据驱动的智能建筑管理SAAS平台，为楼宇及设施提供高能效技术解决方案和服务。2013年11月R&B获得天使轮融资，投资方小村资本。|R&B|企业服务|行业解决方案|上海·浦东新区|天使轮|未透露|未透露|小村资本
https://www.itjuzi.com/investevents/3948|住哲酒店管理系统融资事件详情|2013.11.1|2013年11月住哲获得艺龙A轮投资|住哲酒店管理系统|旅游|旅游信息化|北京·海淀区|A轮|未透露|未透露|艺龙旅行网
