Url|时间|公司|所属行业|地区|轮次|融资额|投资方
https://www.itjuzi.com/investevents/14582|2014.4.26|3Glasses虚拟现实科技|硬件|广东|天使轮|数百万人民币|国金投资
https://www.itjuzi.com/investevents/3052|2014.4.25|美妆心得|电子商务|浙江|A轮|数百万人民币|合力投资
https://www.itjuzi.com/investevents/14529|2014.4.25|商业评论|文化娱乐体育|上海|A轮|1000万人民币|阿里巴巴
https://www.itjuzi.com/investevents/15853|2014.4.25|掌将网络|游戏|上海|天使轮|数百万人民币|合力投资
https://www.itjuzi.com/investevents/3026|2014.4.23|美餐网|本地生活|北京|B轮|数百万美元|挚信资本
https://www.itjuzi.com/investevents/4935|2014.4.23|买眼镜|电子商务|北京|天使轮|数百万人民币|九合创投
Url|时间|公司|所属行业|地区|轮次|融资额|投资方
https://www.itjuzi.com/investevents/13211|2014.4.23|柚子(壹平台)|文化娱乐体育|北京|A轮|1000万人民币|汇财私人资本
https://www.itjuzi.com/investevents/9912|2014.4.22|51offer中英网|教育|上海|A轮|数千万美元|NEA恩颐投资
https://www.itjuzi.com/investevents/3070|2014.4.21|钱景财富|金融|北京|A轮|数千万人民币|盛大集团/盛大资本,北京华山投资
https://www.itjuzi.com/investevents/4460|2014.4.21|优易购车|汽车交通|上海|天使轮|数百万人民币|新进创投
https://www.itjuzi.com/investevents/12840|2014.4.21|游龙天成互动娱乐|游戏|广东|天使轮|数百万人民币|德迅投资
https://www.itjuzi.com/investevents/12768|2014.4.19|灵镜VR眼镜|硬件|北京|种子轮|数百万人民币|亿联资本
https://www.itjuzi.com/investevents/8314|2014.4.19|卫程行车记录仪|汽车交通|北京|天使轮|数百万人民币|投资方未透露
https://www.itjuzi.com/investevents/6967|2014.4.18|深圳源诚技术WITS|硬件|广东|A轮|1000万人民币|博叡创投
https://www.itjuzi.com/investevents/6969|2014.4.18|多多苹果商店|移动互联网|北京|天使轮|数百万人民币|热酷游戏
https://www.itjuzi.com/investevents/8998|2014.4.18|ETCP停车-悦畅科技|汽车交通|北京|Pre-A轮|数千万人民币|经纬中国
Url|时间|公司|所属行业|地区|轮次|融资额|投资方
https://www.itjuzi.com/investevents/9172|2014.4.18|e代泊-泊友慧|汽车交通|上海|天使轮|200万人民币|投资方未透露
https://www.itjuzi.com/investevents/4489|2014.4.18|峰岹科技Fortior|硬件|广东|A轮|数千万人民币|华登国际投资,博叡创投
https://www.itjuzi.com/investevents/13566|2014.4.18|智精无线|游戏|北京|A轮|未透露|同创伟业
https://www.itjuzi.com/investevents/15008|2014.4.18|买单侠|金融|上海|天使轮|数百万人民币|真格基金
https://www.itjuzi.com/investevents/14257|2014.4.17|金蛋理财|金融|北京|天使轮|数百万人民币|Cherubic Ventures心元资本,贵格天使
https://www.itjuzi.com/investevents/11048|2014.4.17|Hortor Games/疯狂猜图|游戏|北京|天使轮|数百万美元|险峰长青(险峰华兴)
